PROVINCE,DISTRICT,TEHSIL,Union Council
Khyber Pakhtunkhwa,Lower Dir,Timergara,Bagh Drush Khel
Khyber Pakhtunkhwa,Lower Dir,Samar Bagh,Khazana
Khyber Pakhtunkhwa,Lower Dir,Timergara,Bandagai
Khyber Pakhtunkhwa,Lower Dir,Timergara,Asbanr
Khyber Pakhtunkhwa,Lower Dir,Timergara,Tazagram
Khyber Pakhtunkhwa,Lower Dir,Timergara,Noora Khel Talashshahi Khel
Khyber Pakhtunkhwa,Lower Dir,Timergara,Noora Khel Talash
Khyber Pakhtunkhwa,Lower Dir,Timergara,Khadagazi Abazai
Khyber Pakhtunkhwa,Lower Dir,Timergara,Badwan Bala
Khyber Pakhtunkhwa,Chitral,Chitral,Koh
Khyber Pakhtunkhwa,Upper Dir,Kalkot,Kalkot
Khyber Pakhtunkhwa,Chitral,Chitral,Drosh 1
Khyber Pakhtunkhwa,Chitral,Chitral,Drosh 2
Khyber Pakhtunkhwa,Lower Dir,Samar Bagh,Samar Bagh
Khyber Pakhtunkhwa,Lower Dir,Timergara,Kotkai T
Khyber Pakhtunkhwa,Lower Dir,Timergara,Gal Miadan
Khyber Pakhtunkhwa,Lower Dir,Timergara,Khungai
Khyber Pakhtunkhwa,Lower Dir,Timergara,Balam Bat
Khyber Pakhtunkhwa,Lower Dir,Timergara,Koto
Khyber Pakhtunkhwa,Lower Dir,Timergara,Hayaseri
Khyber Pakhtunkhwa,Lower Dir,Timergara,Munjai
Khyber Pakhtunkhwa,Lower Dir,Timergara,Beshigram
Khyber Pakhtunkhwa,Lower Dir,Timergara,Kotigram
Khyber Pakhtunkhwa,Upper Dir,Wari,Khalshalflam
Khyber Pakhtunkhwa,Lower Dir,Timergara,Ouch
Khyber Pakhtunkhwa,Lower Dir,Timergara,Chakdara
Khyber Pakhtunkhwa,Lower Dir,Timergara,Khan Pur
Khyber Pakhtunkhwa,Lower Dir,Timergara,Rabat
Khyber Pakhtunkhwa,Lower Dir,Samar Bagh,Main Kaly
Khyber Pakhtunkhwa,Lower Dir,Samar Bagh,Munda
Khyber Pakhtunkhwa,Upper Dir,Dir,Sharingal
Khyber Pakhtunkhwa,Upper Dir,Kalkot,Patrak
Khyber Pakhtunkhwa,Upper Dir,Dir,Dir Urban
Khyber Pakhtunkhwa,Upper Dir,Dir,Ganori
Khyber Pakhtunkhwa,Upper Dir,Kalkot,Barikot
Khyber Pakhtunkhwa,Upper Dir,Wari,Dislawar
Khyber Pakhtunkhwa,Upper Dir,Dir,Gwaldai
Khyber Pakhtunkhwa,Upper Dir,Dir,Chakianan
Khyber Pakhtunkhwa,Upper Dir,Wari,Nehag
Khyber Pakhtunkhwa,Upper Dir,Wari,Pashta
Khyber Pakhtunkhwa,Upper Dir,Wari,Bandi Nihag
Khyber Pakhtunkhwa,Mansehra,Fr Kala Dhaka,Kala Dhaka
Sindh,Dadu,Dadu,Allahabad
Sindh,Dadu,Dadu,Kalhora
Sindh,Dadu,Dadu,Khudabad
Sindh,Dadu,Dadu,Makhdoom Sahib
Sindh,Dadu,Dadu,Monder
Sindh,Dadu,Dadu,Muradabad Channa
Sindh,Dadu,Dadu,Pat
Sindh,Dadu,Dadu,Phulji Station
Sindh,Dadu,Dadu,Piaro Station
Sindh,Dadu,Dadu,Pipri
Sindh,Dadu,Dadu,Sial
Sindh,Dadu,Johi,Bahawalpur
Sindh,Dadu,Johi,Chhini
Sindh,Dadu,Johi,Drigh Bala
Sindh,Dadu,Johi,Kamal Khan
Sindh,Dadu,Johi,Pat Gul Mohammad
Sindh,Dadu,Johi,Phulji
Sindh,Dadu,Johi,Sawro
Sindh,Dadu,Johi,Tando Rahim Khan
Sindh,Dadu,Johi,Tor
Sindh,Dadu,Johi,Unknown12
Sindh,Dadu,Khairpur Nathan Shah,Bughia
Sindh,Dadu,Khairpur Nathan Shah,Burira
Sindh,Dadu,Khairpur Nathan Shah,Butra
Sindh,Dadu,Khairpur Nathan Shah,Chhore Qamber
Sindh,Dadu,Khairpur Nathan Shah,Gozo
Sindh,Dadu,Khairpur Nathan Shah,Kakar
Sindh,Dadu,Khairpur Nathan Shah,Kandechukhi
Sindh,Dadu,Khairpur Nathan Shah,Mitho Babar
Sindh,Dadu,Khairpur Nathan Shah,Parya
Sindh,Dadu,Khairpur Nathan Shah,Thalho
Sindh,Dadu,Khairpur Nathan Shah,Unknown13
Sindh,Dadu,Mehar,Baledai
Sindh,Dadu,Mehar,Bali Shah
Sindh,Dadu,Mehar,Beto
Sindh,Dadu,Mehar,Bothro
Sindh,Dadu,Mehar,Faridabad
Sindh,Dadu,Mehar,Gahi Mahesar
Sindh,Dadu,Mehar,Kazi Arif
Sindh,Dadu,Mehar,Khan-jo-goth
Sindh,Dadu,Mehar,Kolachi
Sindh,Dadu,Mehar,Mangwani
Sindh,Dadu,Mehar,Nao Goth
Sindh,Dadu,Mehar,Radhan
Sindh,Dadu,Mehar,Shah Panjo
Sindh,Dadu,Mehar,Thariri Muhabat
Sindh,Ghotki,Daharki,Berutta No 11
Sindh,Ghotki,Daharki,Dad Laghari No 12
Sindh,Ghotki,Daharki,Keenjhar No 13
Sindh,Ghotki,Daharki,Raharki No 09
Sindh,Ghotki,Daharki,Saindino Malik No 10
Sindh,Ghotki,Daharki,Wahi Ghoto No 21
Sindh,Ghotki,Daharki,Yaroo Lund No 14
Sindh,Ghotki,Ghotki,Adalpur No 24
Sindh,Ghotki,Ghotki,Bagodeho No 29
Sindh,Ghotki,Ghotki,Beriri No 27
Sindh,Ghotki,Ghotki,Ghotki
Sindh,Ghotki,Ghotki,Hussain Beli No 25
Sindh,Ghotki,Ghotki,Kadirpur No 26
Sindh,Ghotki,Ghotki,Khohara No 31
Sindh,Ghotki,Ghotki,Ruk No 30
Sindh,Ghotki,Ghotki,Umer Daho No 28
Sindh,Ghotki,Khangarh,Khanpur Mahar No 32
Sindh,Ghotki,Khangarh,Lohi No 34
Sindh,Ghotki,Khangarh,Mithree No 33
Sindh,Ghotki,Mirpur Mathelo,Dad Laghari No 12
Sindh,Ghotki,Mirpur Mathelo,Dhangro No 17
Sindh,Ghotki,Mirpur Mathelo,Garhi Chakar No 18
Sindh,Ghotki,Mirpur Mathelo,Jarwar No 19
Sindh,Ghotki,Mirpur Mathelo,Mir Pur Mathelo-1 No 15
Sindh,Ghotki,Mirpur Mathelo,Sono Pitafi No 20
Sindh,Ghotki,Mirpur Mathelo,Wahi Ghoto No 21
Sindh,Ghotki,Ubauro,Jhangal Malik (at Reti) 06
Sindh,Ghotki,Ubauro,Kamu Shaheed No 07
Sindh,Ghotki,Ubauro,Khambra No 05
Sindh,Ghotki,Ubauro,Langho No 02
Sindh,Ghotki,Ubauro,Ranwati No 04
Sindh,Ghotki,Ubauro,Ubauro No 01
Sindh,Ghotki,Ubauro,Wasti Jiwan Shah No 03
Sindh,Hyderabad,Hyderabad,Haji Sawan Khan Gopang
Sindh,Hyderabad,Hyderabad,Hatri
Sindh,Hyderabad,Hyderabad,Husri
Sindh,Hyderabad,Hyderabad,Latifabad-24
Sindh,Hyderabad,Hyderabad,Masu Bhurgari
Sindh,Hyderabad,Hyderabad,Moolan
Sindh,Hyderabad,Hyderabad,Muso Khatian
Sindh,Hyderabad,Hyderabad,Seri
Sindh,Hyderabad,Hyderabad,Tando Fazal
Sindh,Hyderabad,Hyderabad,Tando Hyder
Sindh,Hyderabad,Hyderabad,Tando Qaisar
Sindh,Hyderabad,Latifabad,Latifabad-20
Sindh,Hyderabad,Latifabad,Latifabad-21
Sindh,Hyderabad,Latifabad,Latifabad-22
Sindh,Hyderabad,Latifabad,Latifabad-23
Sindh,Hyderabad,Latifabad,Latifabad-25
Sindh,Hyderabad,Latifabad,Latifabad-32
Sindh,Hyderabad,Latifabad,Unknown1
Sindh,Hyderabad,Latifabad,Unknown11
Sindh,Hyderabad,Latifabad,Unknown2
Sindh,Hyderabad,Hyderabad City,Unknown3
Sindh,Hyderabad,Hyderabad City,Unknown4
Sindh,Hyderabad,Hyderabad City,Unknown5
Sindh,Hyderabad,Hyderabad City,Unknown6
Sindh,Hyderabad,Hyderabad City,Unknown7
Sindh,Hyderabad,Latifabad,Unknown9
Sindh,Hyderabad,Qasimabad,Qasimabad-4
Sindh,Hyderabad,Qasimabad,Unknown10
Sindh,Hyderabad,Qasimabad,Unknown8
Sindh,Jacobabad,Garhi Khairo,Allahabad
Sindh,Jacobabad,Garhi Khairo,Allanpur
Sindh,Jacobabad,Garhi Khairo,Garhikhairo
Sindh,Jacobabad,Garhi Khairo,Khudabad
Sindh,Jacobabad,Garhi Khairo,Miranpur
Sindh,Jacobabad,Garhi Khairo,Mohammadpur
Sindh,Jacobabad,Jacobabad,Ahmedpur
Sindh,Jacobabad,Jacobabad,Dasti
Sindh,Jacobabad,Jacobabad,Garhichand
Sindh,Jacobabad,Jacobabad,Nawera
Sindh,Jacobabad,Jacobabad,Qadir Pur
Sindh,Jacobabad,Jacobabad,Ramzanpur
Sindh,Jacobabad,Jacobabad,Rind Wahi
Sindh,Jacobabad,Jacobabad,Rindwahi
Sindh,Jacobabad,Thul,Bachro
Sindh,Jacobabad,Thul,Balochabad
Sindh,Jacobabad,Thul,Dinpur
Sindh,Jacobabad,Thul,Garhi Hassan
Sindh,Jacobabad,Thul,Joungal
Sindh,Jacobabad,Thul,Karim Bux
Sindh,Jacobabad,Thul,Kot Jangato
Sindh,Jacobabad,Thul,Logi
Sindh,Jacobabad,Thul,Mirpur
Sindh,Jacobabad,Thul,Misripur
Sindh,Jacobabad,Thul,Mubarakpur
Sindh,Jacobabad,Thul,Ranjhapur
Sindh,Jacobabad,Thul,Saidokot
Sindh,Jacobabad,Thul,Sherwah
Sindh,Jacobabad,Thul,Tajo Khoso
Sindh,Jacobabad,Thul,Thul Nao
Sindh,Jacobabad,Thul,Thul-ii
Sindh,Jacobabad,Thul,Toj
Sindh,Jamshoro,Kotri,Allah Bachyo Shoro
Sindh,Jamshoro,Kotri,Jamshoro
Sindh,Jamshoro,Kotri,Morhojabal
Sindh,Jamshoro,Kotri,Sonwalhar
Sindh,Jamshoro,Kotri,Unerpur
Sindh,Jamshoro,Manjand,Amri
Sindh,Jamshoro,Manjand,Lakha
Sindh,Jamshoro,Manjand,Manjhand
Sindh,Jamshoro,Manjand,Manzoorabad
Sindh,Jamshoro,Manjand,Morhojabal
Sindh,Jamshoro,Manjand,Sann
Sindh,Jamshoro,Manjand,Unerpur
Sindh,Jamshoro,Sehwan,Bhan
Sindh,Jamshoro,Sehwan,Bubak
Sindh,Jamshoro,Sehwan,Channa
Sindh,Jamshoro,Sehwan,Dal
Sindh,Jamshoro,Sehwan,Jhangra
Sindh,Jamshoro,Sehwan,Sehwan I-uc
Sindh,Jamshoro,Sehwan,Talti
Sindh,Jamshoro,Sehwan,Unknown14
Sindh,Jamshoro,Thano Bula Khan,Mole
Sindh,Jamshoro,Thano Bula Khan,Sari
Sindh,Jamshoro,Thano Bula Khan,Thano Arab Khan
Sindh,Jamshoro,Thano Bula Khan,Thano Bula Khan
Sindh,Jamshoro,Thano Bula Khan,Toung
Sindh,Kashmore,Kandhkot,Akhero
Sindh,Kashmore,Kandhkot,Dari (ghouspur)
Sindh,Kashmore,Kandhkot,Doulatpur
Sindh,Kashmore,Kandhkot,Haibat
Sindh,Kashmore,Kandhkot,Kajili
Sindh,Kashmore,Kandhkot,Maleer
Sindh,Kashmore,Kashmore,Badani
Sindh,Kashmore,Kashmore,Buxapur
Sindh,Kashmore,Kashmore,Gihalpur
Sindh,Kashmore,Kashmore,Gublo
Sindh,Kashmore,Kashmore,Gulanpur
Sindh,Kashmore,Kashmore,K.s.ali Bilawal Khan Domki
Sindh,Kashmore,Kashmore,Kashmore Colony-i
Sindh,Kashmore,Kashmore,Kashmore-ii
Sindh,Kashmore,Kashmore,Khewali
Sindh,Kashmore,Kashmore,Kumb
Sindh,Kashmore,Kashmore,Rasool Bux Khan Chachar
Sindh,Kashmore,Kashmore,Zorgar
Sindh,Kashmore,Tangwani,Cheel
Sindh,Kashmore,Tangwani,Duniapur
Sindh,Kashmore,Tangwani,Gulwali
Sindh,Kashmore,Tangwani,Jamal
Sindh,Kashmore,Tangwani,Karampur
Sindh,Kashmore,Tangwani,Lalao
Sindh,Kashmore,Tangwani,Lashari
Sindh,Kashmore,Tangwani,Nil
Sindh,Kashmore,Tangwani,Risaldar
Sindh,Kashmore,Tangwani,Saifal
Sindh,Kashmore,Tangwani,Suhliani
Sindh,Kashmore,Tangwani,Tangwani
Sindh,Khairpur,Faiz Ganj,Akari
Sindh,Khairpur,Faiz Ganj,Bhango Behan
Sindh,Khairpur,Faiz Ganj,Kandiari
Sindh,Khairpur,Faiz Ganj,Karundi
Sindh,Khairpur,Faiz Ganj,Kot Lalu
Sindh,Khairpur,Faiz Ganj,Pacca Chang
Sindh,Khairpur,Faiz Ganj,Razabad
Sindh,Khairpur,Gambat,Agra
Sindh,Khairpur,Gambat,Bhelaro
Sindh,Khairpur,Gambat,Gambat
Sindh,Khairpur,Gambat,Jado Wahan
Sindh,Khairpur,Gambat,Kamaldero
Sindh,Khairpur,Gambat,Khemta
Sindh,Khairpur,Gambat,Khuhra
Sindh,Khairpur,Gambat,Ripri
Sindh,Khairpur,Khairpur,Baberloi
Sindh,Khairpur,Khairpur,Bukhari
Sindh,Khairpur,Khairpur,Khanpur
Sindh,Khairpur,Khairpur,Machyoon
Sindh,Khairpur,Khairpur,Mehar Ali
Sindh,Khairpur,Khairpur,Mori
Sindh,Khairpur,Khairpur,Nizamani
Sindh,Khairpur,Khairpur,Shadi Shaheed
Sindh,Khairpur,Khairpur,Tando Masti
Sindh,Khairpur,Khairpur,Therhi
Sindh,Khairpur,Kingri,Ahmed Pur
Sindh,Khairpur,Kingri,Drib Mehar Shah
Sindh,Khairpur,Kingri,Hadal Shah
Sindh,Khairpur,Kingri,Kolab Jial
Sindh,Khairpur,Kingri,Kot Mir Mohammad
Sindh,Khairpur,Kingri,Manghanwari
Sindh,Khairpur,Kingri,Noorpur
Sindh,Khairpur,Kingri,Pir Jogoth
Sindh,Khairpur,Kingri,Piryaloi
Sindh,Khairpur,Kingri,Saderji
Sindh,Khairpur,Kot Diji,Bapho
Sindh,Khairpur,Kot Diji,Fareedabad
Sindh,Khairpur,Kot Diji,Fareedabad
Sindh,Khairpur,Kot Diji,Fatehpur
Sindh,Khairpur,Kot Diji,Jeskani
Sindh,Khairpur,Kot Diji,Jhando Mashaik
Sindh,Khairpur,Kot Diji,Kot Diji
Sindh,Khairpur,Kot Diji,Kumb
Sindh,Khairpur,Kot Diji,Layari
Sindh,Khairpur,Kot Diji,Muhba Wah
Sindh,Khairpur,Kot Diji,Nasir Faqir
Sindh,Khairpur,Kot Diji,Sohu
Sindh,Khairpur,Mirwah,Baqi Khan
Sindh,Khairpur,Mirwah,Bozdar Wada
Sindh,Khairpur,Mirwah,Deparja
Sindh,Khairpur,Mirwah,Hindiari
Sindh,Khairpur,Mirwah,Mandan
Sindh,Khairpur,Mirwah,Mohsin Shah
Sindh,Khairpur,Mirwah,Sabar Rind
Sindh,Khairpur,Mirwah,Setarja
Sindh,Khairpur,Mirwah,Tando Mir Ali
Sindh,Khairpur,Mirwah,Thari Mirwah
Sindh,Khairpur,Mirwah,Veesar
Sindh,Khairpur,Nara,Choon Diko
Sindh,Khairpur,Nara,Khenwari
Sindh,Khairpur,Nara,Kot Jubo
Sindh,Khairpur,Nara,Sikanderabad
Sindh,Khairpur,Nara,Tajjal
Sindh,Khairpur,Sobho Dero,Gadeji
Sindh,Khairpur,Sobho Dero,Hingor Ja
Sindh,Khairpur,Sobho Dero,Mad
Sindh,Khairpur,Sobho Dero,Pir Hayat Shah
Sindh,Khairpur,Sobho Dero,Rani Pur Un
Sindh,Khairpur,Sobho Dero,Rasoolabad
Sindh,Khairpur,Sobho Dero,Sagyoon
Sindh,Khairpur,Sobho Dero,Sami
Sindh,Khairpur,Sobho Dero,Sobhodero
Sindh,Larkana,Bakrani,Arija
Sindh,Larkana,Dokri,Badeh-ii
Sindh,Larkana,Dokri,Bagi
Sindh,Larkana,Dokri,Dokri
Sindh,Larkana,Bakrani,Garello
Sindh,Larkana,Dokri,Karani
Sindh,Larkana,Bakrani,Mad Bahu
Sindh,Larkana,Bakrani,Mehrabpur
Sindh,Larkana,Bakrani,Pathan
Sindh,Larkana,Bakrani,Purano Abad
Sindh,Larkana,Dokri,Tatri
Sindh,Larkana,Dokri,Yaru Lakhir
Sindh,Larkana,Larkana,Akil
Sindh,Larkana,Larkana,Banguldero
Sindh,Larkana,Larkana,Beriochandio
Sindh,Larkana,Larkana,Dhamraha
Sindh,Larkana,Larkana,Fatehpur
Sindh,Larkana,Larkana,Kothi
Sindh,Larkana,Larkana,Naich
Sindh,Larkana,Larkana,Phul
Sindh,Larkana,Larkana,Rashid Wagan
Sindh,Larkana,Larkana,Unknown15
Sindh,Larkana,Ratodero,Bahman
Sindh,Larkana,Ratodero,Banguldero
Sindh,Larkana,Ratodero,Jumo Agham
Sindh,Larkana,Ratodero,Pir Bakhsh Bhutto
Sindh,Larkana,Ratodero,Ratodero Ii
Sindh,Larkana,Ratodero,Saidu Dero
Sindh,Larkana,Ratodero,Warisdino Machhi
Sindh,Matiari,Hala,Bhalidino Kaka
Sindh,Matiari,Hala,Bhanoth
Sindh,Matiari,Hala,Bhitshah
Sindh,Matiari,Hala,Hala Old
Sindh,Matiari,Hala,Hala-2
Sindh,Matiari,Hala,Karam Khan Nizamani
Sindh,Matiari,Hala,Saeed Abad
Sindh,Matiari,Hala,Shah Mir Rahu
Sindh,Matiari,Hala,Zerpir
Sindh,Matiari,Matiari,Bau Khan Pathan
Sindh,Matiari,Matiari,Bhitshah
Sindh,Matiari,Matiari,Faqeer Nooh Hothyai
Sindh,Matiari,Matiari,Matiari
Sindh,Matiari,Matiari,Oderolal Station
Sindh,Matiari,Matiari,Oderolal Village
Sindh,Matiari,Matiari,Sekhat
Sindh,Matiari,Matiari,Shah Alam Shah
Sindh,Matiari,Matiari,Tajpur
Sindh,Naushahro Feroze,Bhiria,Bhiria City
Sindh,Naushahro Feroze,Bhiria,Bhiria Road
Sindh,Naushahro Feroze,Bhiria,Chaheen
Sindh,Naushahro Feroze,Bhiria,Dalipota
Sindh,Naushahro Feroze,Bhiria,Ghan Gaju
Sindh,Naushahro Feroze,Bhiria,Jiando Rajper
Sindh,Naushahro Feroze,Bhiria,Khahi Kassim
Sindh,Naushahro Feroze,Bhiria,Kotbahadur
Sindh,Naushahro Feroze,Bhiria,Lakha Road
Sindh,Naushahro Feroze,Bhiria,Molhan
Sindh,Naushahro Feroze,Bhiria,Palano
Sindh,Naushahro Feroze,Bhiria,Saeedpur
Sindh,Naushahro Feroze,Bhiria,Tharushah
Sindh,Naushahro Feroze,Kandiaro,Abad
Sindh,Naushahro Feroze,Kandiaro,Behlani
Sindh,Naushahro Feroze,Kandiaro,Bhorti
Sindh,Naushahro Feroze,Kandiaro,Dabhro
Sindh,Naushahro Feroze,Kandiaro,Ganghra
Sindh,Naushahro Feroze,Kandiaro,Ghulam Shah
Sindh,Naushahro Feroze,Kandiaro,Halani
Sindh,Naushahro Feroze,Kandiaro,Jam Noorullah
Sindh,Naushahro Feroze,Kandiaro,Kamaldero
Sindh,Naushahro Feroze,Kandiaro,Khanwahan
Sindh,Naushahro Feroze,Kandiaro,Kotri Mohammad Kabir
Sindh,Naushahro Feroze,Kandiaro,Mehrabpur 01
Sindh,Naushahro Feroze,Kandiaro,Mehrabpur 02
Sindh,Naushahro Feroze,Kandiaro,Mohabat Dero Jagir
Sindh,Naushahro Feroze,Moro,Daris
Sindh,Naushahro Feroze,Moro,Depareja
Sindh,Naushahro Feroze,Moro,Fatoo Balal
Sindh,Naushahro Feroze,Moro,Gachero
Sindh,Naushahro Feroze,Moro,Jatoi
Sindh,Naushahro Feroze,Moro,Kahkat
Sindh,Naushahro Feroze,Moro,Khairwah
Sindh,Naushahro Feroze,Moro,Lalia
Sindh,Naushahro Feroze,Moro,Manahin
Sindh,Naushahro Feroze,Naushahro Feroze,Abran
Sindh,Naushahro Feroze,Naushahro Feroze,Bhambhri
Sindh,Naushahro Feroze,Naushahro Feroze,Dangeja
Sindh,Naushahro Feroze,Naushahro Feroze,Darya Khan Mari
Sindh,Naushahro Feroze,Naushahro Feroze,Kur Hassan
Sindh,Naushahro Feroze,Naushahro Feroze,Masurjiwai
Sindh,Naushahro Feroze,Naushahro Feroze,Mithiani
Sindh,Naushahro Feroze,Naushahro Feroze,Naushahro Feroze
Sindh,Naushahro Feroze,Naushahro Feroze,Noorpur
Sindh,Naushahro Feroze,Naushahro Feroze,Padidan
Sindh,Naushahro Feroze,Naushahro Feroze,Phull
Sindh,Qambar Shahdadkot,Kambar Ali Khan,Ber
Sindh,Qambar Shahdadkot,Kambar Ali Khan,Buhar
Sindh,Qambar Shahdadkot,Kambar Ali Khan,Dost Ali
Sindh,Qambar Shahdadkot,Kambar Ali Khan,Gaibidero
Sindh,Qambar Shahdadkot,Kambar Ali Khan,Jian Abro
Sindh,Qambar Shahdadkot,Kambar Ali Khan,Kalar
Sindh,Qambar Shahdadkot,Kambar Ali Khan,Kamber-3
Sindh,Qambar Shahdadkot,Kambar Ali Khan,Khairpur Joso
Sindh,Qambar Shahdadkot,Kambar Ali Khan,Ranwati
Sindh,Qambar Shahdadkot,Miro Khan,Bahram
Sindh,Qambar Shahdadkot,Miro Khan,Chousul
Sindh,Qambar Shahdadkot,Miro Khan,Dhingano Mahesar
Sindh,Qambar Shahdadkot,Miro Khan,Karira
Sindh,Qambar Shahdadkot,Miro Khan,Khabar
Sindh,Qambar Shahdadkot,Miro Khan,Mirokhan
Sindh,Qambar Shahdadkot,Miro Khan,Sijawal
Sindh,Qambar Shahdadkot,Miro Khan,Tharo Wadho
Sindh,Qambar Shahdadkot,Qubo Saeed Khan,Bagodero
Sindh,Qambar Shahdadkot,Qubo Saeed Khan,Hazar Wah
Sindh,Qambar Shahdadkot,Qubo Saeed Khan,Jamali
Sindh,Qambar Shahdadkot,Qubo Saeed Khan,Qubo Saeed Khan
Sindh,Qambar Shahdadkot,Shahdad Kot,Aitbar Khan Chandio
Sindh,Qambar Shahdadkot,Shahdad Kot,Hazar Wah
Sindh,Qambar Shahdadkot,Shahdad Kot,Jamali
Sindh,Qambar Shahdadkot,Shahdad Kot,Shahdadkot 03
Sindh,Qambar Shahdadkot,Warah,Abad
Sindh,Qambar Shahdadkot,Warah,Dera
Sindh,Qambar Shahdadkot,Warah,Gaji Khunawar
Sindh,Qambar Shahdadkot,Warah,Khandu
Sindh,Qambar Shahdadkot,Warah,Lakhu
Sindh,Qambar Shahdadkot,Warah,Laloo Rounak
Sindh,Qambar Shahdadkot,Warah,Miandad Chinjini
Sindh,Qambar Shahdadkot,Warah,Mirpur
Sindh,Qambar Shahdadkot,Warah,Muradi
Sindh,Qambar Shahdadkot,Warah,Wagan
Sindh,Qambar Shahdadkot,Warah,Warah
Sindh,Shaheed Benazirabad,Daulat Pur,Ahmed Bughio
Sindh,Shaheed Benazirabad,Daulat Pur,Daulatpur
Sindh,Shaheed Benazirabad,Daulat Pur,Haberi
Sindh,Shaheed Benazirabad,Daulat Pur,Khar
Sindh,Shaheed Benazirabad,Daulat Pur,Manharo
Sindh,Shaheed Benazirabad,Daulat Pur,Mirzabagh
Sindh,Shaheed Benazirabad,Daulat Pur,Qazi Ahmed 01
Sindh,Shaheed Benazirabad,Daulat Pur,Qazi Ahmed 02
Sindh,Shaheed Benazirabad,Daulat Pur,Said Kando
Sindh,Shaheed Benazirabad,Daulat Pur,Sawari
Sindh,Shaheed Benazirabad,Daulat Pur,Shahpur Jahania
Sindh,Shaheed Benazirabad,Daulat Pur,That
Sindh,Shaheed Benazirabad,Daur,60th Mile
Sindh,Shaheed Benazirabad,Daur,Abdul Hassan
Sindh,Shaheed Benazirabad,Daur,Amirji
Sindh,Shaheed Benazirabad,Daur,Bandhi
Sindh,Shaheed Benazirabad,Daur,Bucheri
Sindh,Shaheed Benazirabad,Nawabshah,Chanesar 01
Sindh,Shaheed Benazirabad,Nawabshah,Chanesar 02
Sindh,Shaheed Benazirabad,Daur,Daur
Sindh,Shaheed Benazirabad,Nawabshah,Ghandtar
Sindh,Shaheed Benazirabad,Daur,Ghulam Hyder Shah
Sindh,Shaheed Benazirabad,Daur,Jam Sahib
Sindh,Shaheed Benazirabad,Daur,Jamalshah
Sindh,Shaheed Benazirabad,Daur,Jhoro Khan Shar
Sindh,Shaheed Benazirabad,Nawabshah,Khair Shah
Sindh,Shaheed Benazirabad,Daur,Manharo
Sindh,Shaheed Benazirabad,Nawabshah,Nawabshah 04
Sindh,Shaheed Benazirabad,Daur,Obharisawari
Sindh,Shaheed Benazirabad,Daur,Rais Mohammad I K.brohi
Sindh,Shaheed Benazirabad,Daur,Suhello
Sindh,Shaheed Benazirabad,Nawabshah,Unknown16
Sindh,Shaheed Benazirabad,Sakrand,Bhura
Sindh,Shaheed Benazirabad,Sakrand,Dalildero
Sindh,Shaheed Benazirabad,Sakrand,Guhram Mari
Sindh,Shaheed Benazirabad,Sakrand,Hamal Faqir
Sindh,Shaheed Benazirabad,Sakrand,Karam Jamali
Sindh,Shaheed Benazirabad,Sakrand,Khadhar
Sindh,Shaheed Benazirabad,Sakrand,Kumbleema
Sindh,Shaheed Benazirabad,Sakrand,Marvi
Sindh,Shaheed Benazirabad,Sakrand,Mehrabpur
Sindh,Shaheed Benazirabad,Sakrand,Pir Zaki
Sindh,Shaheed Benazirabad,Sakrand,Sakrand 02
Sindh,Shikarpur,Garhi Yasin,Amrote
Sindh,Shikarpur,Garhi Yasin,Bhambhir
Sindh,Shikarpur,Garhi Yasin,Dakhan
Sindh,Shikarpur,Garhi Yasin,Gaheja
Sindh,Shikarpur,Garhi Yasin,Garhi Yasin
Sindh,Shikarpur,Garhi Yasin,Jindo Dero
Sindh,Shikarpur,Garhi Yasin,Madeji
Sindh,Shikarpur,Garhi Yasin,Mirzapur
Sindh,Shikarpur,Garhi Yasin,Naushahro Abro
Sindh,Shikarpur,Garhi Yasin,Nim
Sindh,Shikarpur,Garhi Yasin,Shhato Mangi
Sindh,Shikarpur,Garhi Yasin,Waryaso
Sindh,Shikarpur,Khanpur,Garhi Tegho
Sindh,Shikarpur,Khanpur,Ghari Dhako
Sindh,Shikarpur,Khanpur,Mehmooda Bagh
Sindh,Shikarpur,Khanpur,Mian Sahib
Sindh,Shikarpur,Khanpur,Pir Bux Shujrah
Sindh,Shikarpur,Khanpur,Rahimabad
Sindh,Shikarpur,Khanpur,Shabira Abad
Sindh,Shikarpur,Khanpur,Thanhrio
Sindh,Shikarpur,Khanpur,Zarkhel
Sindh,Shikarpur,Lakhi,Abdoo
Sindh,Shikarpur,Lakhi,Bhirkan
Sindh,Shikarpur,Lakhi,Chak
Sindh,Shikarpur,Lakhi,Jehan Khan
Sindh,Shikarpur,Lakhi,Lakhi
Sindh,Shikarpur,Lakhi,Ruk
Sindh,Shikarpur,Lakhi,Rustam
Sindh,Shikarpur,Lakhi,Sehwani
Sindh,Shikarpur,Lakhi,Taib
Sindh,Shikarpur,Lakhi,Wazirabad
Sindh,Shikarpur,Shikarpur,Hamayun
Sindh,Shikarpur,Shikarpur,Jagan
Sindh,Shikarpur,Shikarpur,Jahanwah
Sindh,Shikarpur,Shikarpur,Jano
Sindh,Shikarpur,Shikarpur,Karan
Sindh,Shikarpur,Shikarpur,Lodra
Sindh,Shikarpur,Shikarpur,Sultan Kot
Sindh,Sukkur,Pano Aqil,Baiji
Sindh,Sukkur,Pano Aqil,Hingoro
Sindh,Sukkur,Pano Aqil,Junas
Sindh,Sukkur,Pano Aqil,Mubarakpur
